series_id,metric,year,period,period_name,value
JTS620000000000000HIL,job_openings_level,2023,M10,October,782.0
JTS620000000000000HIL,job_openings_level,2023,M11,November,818.0
JTS620000000000000HIL,job_openings_level,2023,M12,December,732.0
JTS620000000000000HIL,job_openings_level,2024,M01,January,750.0
JTS620000000000000HIL,job_openings_level,2024,M02,February,790.0
JTS620000000000000HIL,job_openings_level,2024,M03,March,758.0
JTS620000000000000HIL,job_openings_level,2024,M04,April,788.0
JTS620000000000000HIL,job_openings_level,2024,M05,May,772.0
JTS620000000000000HIL,job_openings_level,2024,M06,June,712.0
JTS620000000000000HIL,job_openings_level,2024,M07,July,820.0
JTS620000000000000HIL,job_openings_level,2024,M08,August,699.0
JTS620000000000000HIL,job_openings_level,2024,M09,September,750.0
JTS620000000000000HIL,job_openings_level,2024,M10,October,760.0
JTS620000000000000HIL,job_openings_level,2024,M11,November,731.0
JTS620000000000000HIL,job_openings_level,2024,M12,December,741.0
JTS620000000000000HIL,job_openings_level,2025,M01,January,736.0
JTS620000000000000HIL,job_openings_level,2025,M02,February,710.0
JTS620000000000000HIL,job_openings_level,2025,M03,March,714.0
JTS620000000000000HIL,job_openings_level,2025,M04,April,746.0
JTS620000000000000HIL,job_openings_level,2025,M05,May,677.0
JTS620000000000000HIL,job_openings_level,2025,M06,June,729.0
JTS620000000000000HIL,job_openings_level,2025,M07,July,711.0
JTS620000000000000HIL,job_openings_level,2025,M08,August,713.0
JTS620000000000000HIL,job_openings_level,2025,M09,September,811.0
JTS620000000000000HIL,job_openings_level,2025,M10,October,738.0
JTS620000000000000HIL,job_openings_level,2025,M11,November,669.0
JTS620000000000000HIL,job_openings_level,2025,M12,December,744.0
JTS620000000000000HIL,job_openings_level,2026,M01,January,723.0
JTS620000000000000HIL,job_openings_level,2026,M02,February,625.0
JTS620000000000000HIL,job_openings_level,2026,M03,March,700.0
JTS620000000000000JOR,job_openings_rate,2023,M01,January,7.8
JTS620000000000000JOR,job_openings_rate,2023,M02,February,7.3
JTS620000000000000JOR,job_openings_rate,2023,M03,March,7.5
JTS620000000000000JOR,job_openings_rate,2023,M04,April,7.6
JTS620000000000000JOR,job_openings_rate,2023,M05,May,7.2
JTS620000000000000JOR,job_openings_rate,2023,M06,June,7.6
JTS620000000000000JOR,job_openings_rate,2023,M07,July,7.6
JTS620000000000000JOR,job_openings_rate,2023,M08,August,8.1
JTS620000000000000JOR,job_openings_rate,2023,M09,September,7.6
JTS620000000000000JOR,job_openings_rate,2023,M10,October,7.1
JTS620000000000000JOR,job_openings_rate,2023,M11,November,7.3
JTS620000000000000JOR,job_openings_rate,2023,M12,December,7.7
JTS620000000000000JOR,job_openings_rate,2024,M01,January,7.7
JTS620000000000000JOR,job_openings_rate,2024,M02,February,7.4
JTS620000000000000JOR,job_openings_rate,2024,M03,March,7.1
JTS620000000000000JOR,job_openings_rate,2024,M04,April,6.3
JTS620000000000000JOR,job_openings_rate,2024,M05,May,6.8
JTS620000000000000JOR,job_openings_rate,2024,M06,June,6.7
JTS620000000000000JOR,job_openings_rate,2024,M07,July,6.3
JTS620000000000000JOR,job_openings_rate,2024,M08,August,6.3
JTS620000000000000JOR,job_openings_rate,2024,M09,September,5.4
JTS620000000000000JOR,job_openings_rate,2024,M10,October,6.1
JTS620000000000000JOR,job_openings_rate,2024,M11,November,6.2
JTS620000000000000JOR,job_openings_rate,2024,M12,December,5.8
JTS620000000000000JOR,job_openings_rate,2025,M01,January,6.0
JTS620000000000000JOR,job_openings_rate,2025,M02,February,6.0
JTS620000000000000JOR,job_openings_rate,2025,M03,March,5.4
JTS620000000000000JOR,job_openings_rate,2025,M04,April,6.2
JTS620000000000000JOR,job_openings_rate,2025,M05,May,6.5
JTS620000000000000JOR,job_openings_rate,2025,M06,June,5.9
JTS620000000000000JOR,job_openings_rate,2025,M07,July,5.3
JTS620000000000000JOR,job_openings_rate,2025,M08,August,5.5
JTS620000000000000JOR,job_openings_rate,2025,M09,September,5.7
JTS620000000000000JOR,job_openings_rate,2025,M10,October,5.4
JTS620000000000000JOR,job_openings_rate,2025,M11,November,5.5
JTS620000000000000JOR,job_openings_rate,2025,M12,December,5.1
JTS620000000000000JOR,job_openings_rate,2026,M01,January,5.3
JTS620000000000000JOR,job_openings_rate,2026,M02,February,5.1
JTS620000000000000JOR,job_openings_rate,2026,M03,March,5.4
JTS620000000000000LDL,layoffs_level,2023,M01,January,123.0
JTS620000000000000LDL,layoffs_level,2023,M02,February,113.0
JTS620000000000000LDL,layoffs_level,2023,M03,March,162.0
JTS620000000000000LDL,layoffs_level,2023,M04,April,132.0
JTS620000000000000LDL,layoffs_level,2023,M05,May,138.0
JTS620000000000000LDL,layoffs_level,2023,M06,June,162.0
JTS620000000000000LDL,layoffs_level,2023,M07,July,153.0
JTS620000000000000LDL,layoffs_level,2023,M08,August,185.0
JTS620000000000000LDL,layoffs_level,2023,M09,September,135.0
JTS620000000000000LDL,layoffs_level,2023,M10,October,164.0
JTS620000000000000LDL,layoffs_level,2023,M11,November,148.0
JTS620000000000000LDL,layoffs_level,2023,M12,December,164.0
JTS620000000000000LDL,layoffs_level,2024,M01,January,127.0
JTS620000000000000LDL,layoffs_level,2024,M02,February,157.0
JTS620000000000000LDL,layoffs_level,2024,M03,March,158.0
JTS620000000000000LDL,layoffs_level,2024,M04,April,160.0
JTS620000000000000LDL,layoffs_level,2024,M05,May,150.0
JTS620000000000000LDL,layoffs_level,2024,M06,June,121.0
JTS620000000000000LDL,layoffs_level,2024,M07,July,142.0
JTS620000000000000LDL,layoffs_level,2024,M08,August,149.0
JTS620000000000000LDL,layoffs_level,2024,M09,September,149.0
JTS620000000000000LDL,layoffs_level,2024,M10,October,158.0
JTS620000000000000LDL,layoffs_level,2024,M11,November,178.0
JTS620000000000000LDL,layoffs_level,2024,M12,December,162.0
JTS620000000000000LDL,layoffs_level,2025,M01,January,154.0
JTS620000000000000LDL,layoffs_level,2025,M02,February,164.0
JTS620000000000000LDL,layoffs_level,2025,M03,March,122.0
JTS620000000000000LDL,layoffs_level,2025,M04,April,180.0
JTS620000000000000LDL,layoffs_level,2025,M05,May,148.0
JTS620000000000000LDL,layoffs_level,2025,M06,June,161.0
JTS620000000000000LDL,layoffs_level,2025,M07,July,165.0
JTS620000000000000LDL,layoffs_level,2025,M08,August,152.0
JTS620000000000000LDL,layoffs_level,2025,M09,September,185.0
JTS620000000000000LDL,layoffs_level,2025,M10,October,203.0
JTS620000000000000LDL,layoffs_level,2025,M11,November,144.0
JTS620000000000000LDL,layoffs_level,2025,M12,December,163.0
JTS620000000000000LDL,layoffs_level,2026,M01,January,157.0
JTS620000000000000LDL,layoffs_level,2026,M02,February,162.0
JTS620000000000000LDL,layoffs_level,2026,M03,March,157.0
JTS620000000000000QUL,quits_level,2023,M01,January,569.0
JTS620000000000000QUL,quits_level,2023,M02,February,558.0
JTS620000000000000QUL,quits_level,2023,M03,March,539.0
JTS620000000000000QUL,quits_level,2023,M04,April,470.0
JTS620000000000000QUL,quits_level,2023,M05,May,607.0
JTS620000000000000QUL,quits_level,2023,M06,June,546.0
JTS620000000000000QUL,quits_level,2023,M07,July,462.0
JTS620000000000000QUL,quits_level,2023,M08,August,509.0
JTS620000000000000QUL,quits_level,2023,M09,September,481.0
JTS620000000000000QUL,quits_level,2023,M10,October,510.0
JTS620000000000000QUL,quits_level,2023,M11,November,545.0
JTS620000000000000QUL,quits_level,2023,M12,December,463.0
JTS620000000000000QUL,quits_level,2024,M01,January,480.0
JTS620000000000000QUL,quits_level,2024,M02,February,507.0
JTS620000000000000QUL,quits_level,2024,M03,March,492.0
JTS620000000000000QUL,quits_level,2024,M04,April,536.0
JTS620000000000000QUL,quits_level,2024,M05,May,536.0
JTS620000000000000QUL,quits_level,2024,M06,June,481.0
JTS620000000000000QUL,quits_level,2024,M07,July,567.0
JTS620000000000000QUL,quits_level,2024,M08,August,468.0
JTS620000000000000QUL,quits_level,2024,M09,September,460.0
JTS620000000000000QUL,quits_level,2024,M10,October,489.0
JTS620000000000000QUL,quits_level,2024,M11,November,452.0
JTS620000000000000QUL,quits_level,2024,M12,December,457.0
JTS620000000000000QUL,quits_level,2025,M01,January,473.0
JTS620000000000000QUL,quits_level,2025,M02,February,443.0
JTS620000000000000QUL,quits_level,2025,M03,March,482.0
JTS620000000000000QUL,quits_level,2025,M04,April,483.0
JTS620000000000000QUL,quits_level,2025,M05,May,457.0
JTS620000000000000QUL,quits_level,2025,M06,June,462.0
JTS620000000000000QUL,quits_level,2025,M07,July,430.0
JTS620000000000000QUL,quits_level,2025,M08,August,510.0
JTS620000000000000QUL,quits_level,2025,M09,September,516.0
JTS620000000000000QUL,quits_level,2025,M10,October,457.0
JTS620000000000000QUL,quits_level,2025,M11,November,442.0
JTS620000000000000QUL,quits_level,2025,M12,December,478.0
JTS620000000000000QUL,quits_level,2026,M01,January,423.0
JTS620000000000000QUL,quits_level,2026,M02,February,426.0
JTS620000000000000QUL,quits_level,2026,M03,March,463.0
JTS620000000000000QUR,quits_rate,2023,M01,January,2.7
JTS620000000000000QUR,quits_rate,2023,M02,February,2.6
JTS620000000000000QUR,quits_rate,2023,M03,March,2.5
JTS620000000000000QUR,quits_rate,2023,M04,April,2.2
JTS620000000000000QUR,quits_rate,2023,M05,May,2.8
JTS620000000000000QUR,quits_rate,2023,M06,June,2.5
JTS620000000000000QUR,quits_rate,2023,M07,July,2.1
JTS620000000000000QUR,quits_rate,2023,M08,August,2.3
JTS620000000000000QUR,quits_rate,2023,M09,September,2.2
JTS620000000000000QUR,quits_rate,2023,M10,October,2.3
JTS620000000000000QUR,quits_rate,2023,M11,November,2.5
JTS620000000000000QUR,quits_rate,2023,M12,December,2.1
JTS620000000000000QUR,quits_rate,2024,M01,January,2.2
JTS620000000000000QUR,quits_rate,2024,M02,February,2.3
JTS620000000000000QUR,quits_rate,2024,M03,March,2.2
JTS620000000000000QUR,quits_rate,2024,M04,April,2.4
JTS620000000000000QUR,quits_rate,2024,M05,May,2.4
JTS620000000000000QUR,quits_rate,2024,M06,June,2.1
JTS620000000000000QUR,quits_rate,2024,M07,July,2.5
JTS620000000000000QUR,quits_rate,2024,M08,August,2.1
JTS620000000000000QUR,quits_rate,2024,M09,September,2.0
JTS620000000000000QUR,quits_rate,2024,M10,October,2.1
JTS620000000000000QUR,quits_rate,2024,M11,November,2.0
JTS620000000000000QUR,quits_rate,2024,M12,December,2.0
JTS620000000000000QUR,quits_rate,2025,M01,January,2.1
JTS620000000000000QUR,quits_rate,2025,M02,February,1.9
JTS620000000000000QUR,quits_rate,2025,M03,March,2.1
JTS620000000000000QUR,quits_rate,2025,M04,April,2.1
JTS620000000000000QUR,quits_rate,2025,M05,May,2.0
JTS620000000000000QUR,quits_rate,2025,M06,June,2.0
JTS620000000000000QUR,quits_rate,2025,M07,July,1.8
JTS620000000000000QUR,quits_rate,2025,M08,August,2.2
JTS620000000000000QUR,quits_rate,2025,M09,September,2.2
JTS620000000000000QUR,quits_rate,2025,M10,October,1.9
JTS620000000000000QUR,quits_rate,2025,M11,November,1.9
JTS620000000000000QUR,quits_rate,2025,M12,December,2.0
JTS620000000000000QUR,quits_rate,2026,M01,January,1.8
JTS620000000000000QUR,quits_rate,2026,M02,February,1.8
JTS620000000000000QUR,quits_rate,2026,M03,March,1.9
JTS620000000000000TSL,total_separations_level,2023,M01,January,710.0
JTS620000000000000TSL,total_separations_level,2023,M02,February,704.0
JTS620000000000000TSL,total_separations_level,2023,M03,March,731.0
JTS620000000000000TSL,total_separations_level,2023,M04,April,648.0
JTS620000000000000TSL,total_separations_level,2023,M05,May,798.0
JTS620000000000000TSL,total_separations_level,2023,M06,June,746.0
JTS620000000000000TSL,total_separations_level,2023,M07,July,659.0
JTS620000000000000TSL,total_separations_level,2023,M08,August,743.0
JTS620000000000000TSL,total_separations_level,2023,M09,September,660.0
JTS620000000000000TSL,total_separations_level,2023,M10,October,712.0
JTS620000000000000TSL,total_separations_level,2023,M11,November,740.0
JTS620000000000000TSL,total_separations_level,2023,M12,December,663.0
JTS620000000000000TSL,total_separations_level,2024,M01,January,668.0
JTS620000000000000TSL,total_separations_level,2024,M02,February,696.0
JTS620000000000000TSL,total_separations_level,2024,M03,March,677.0
JTS620000000000000TSL,total_separations_level,2024,M04,April,733.0
JTS620000000000000TSL,total_separations_level,2024,M05,May,719.0
JTS620000000000000TSL,total_separations_level,2024,M06,June,633.0
JTS620000000000000TSL,total_separations_level,2024,M07,July,751.0
JTS620000000000000TSL,total_separations_level,2024,M08,August,654.0
JTS620000000000000TSL,total_separations_level,2024,M09,September,643.0
JTS620000000000000TSL,total_separations_level,2024,M10,October,686.0
JTS620000000000000TSL,total_separations_level,2024,M11,November,672.0
JTS620000000000000TSL,total_separations_level,2024,M12,December,663.0
JTS620000000000000TSL,total_separations_level,2025,M01,January,671.0
JTS620000000000000TSL,total_separations_level,2025,M02,February,658.0
JTS620000000000000TSL,total_separations_level,2025,M03,March,647.0
JTS620000000000000TSL,total_separations_level,2025,M04,April,690.0
JTS620000000000000TSL,total_separations_level,2025,M05,May,622.0
JTS620000000000000TSL,total_separations_level,2025,M06,June,660.0
JTS620000000000000TSL,total_separations_level,2025,M07,July,613.0
JTS620000000000000TSL,total_separations_level,2025,M08,August,685.0
JTS620000000000000TSL,total_separations_level,2025,M09,September,738.0
JTS620000000000000TSL,total_separations_level,2025,M10,October,703.0
JTS620000000000000TSL,total_separations_level,2025,M11,November,619.0
JTS620000000000000TSL,total_separations_level,2025,M12,December,678.0
JTS620000000000000TSL,total_separations_level,2026,M01,January,615.0
JTS620000000000000TSL,total_separations_level,2026,M02,February,620.0
JTS620000000000000TSL,total_separations_level,2026,M03,March,645.0
